local,year,fleet_monitored,assisted_trips,estimated_fishermen,production_ton,fishermen_per_vessel_x,cpue_ton_per_trip,cpue_per_fisherman,fishermen_per_vessel_y,municipality,n_landing_points,period,platform_dist_km_mean,mpa_dist_km_mean,inside_any_mpa_any,platform_exposure_class,mpa_exposure_class,combined_exposure_class,richness,shannon_h,simpson_1d,pielou_j,total_production_div
GUAMARE,2002,76.0,2007,204.9,73.38,2.6960526315789473,0.03656203288490284,0.35812591508052705,2.6960526315789473,Guamaré,2,early,15.522437717087048,5.10015585248345,False,0-20 km,0-10 km,0-20 km × 0-10 km,25,2.4996653340956914,0.8837768295867053,0.7765646983906384,73.39
GUAMARE,2003,74.0,1770,189.48,67.68,2.5605405405405404,0.038237288135593225,0.35718809373020904,2.5605405405405404,Guamaré,2,early,15.522437717087048,5.10015585248345,False,0-20 km,0-10 km,0-20 km × 0-10 km,27,2.5870490941252644,0.8740203836501818,0.7849445222274136,67.67
GUAMARE,2004,85.0,3070,215.33,149.06,2.533294117647059,0.04855374592833876,0.6922398179538383,2.533294117647059,Guamaré,2,early,15.522437717087048,5.10015585248345,False,0-20 km,0-10 km,0-20 km × 0-10 km,29,2.693898848057365,0.8993459239329198,0.8000184670641742,149.06000000000003
GUAMARE,2005,72.0,1687,184.08,82.16,2.556666666666666,0.048701837581505626,0.44632768361581915,2.556666666666666,Guamaré,2,early,15.522437717087048,5.10015585248345,False,0-20 km,0-10 km,0-20 km × 0-10 km,31,2.675524663860611,0.886170306736173,0.7791306445073809,82.19
GUAMARE,2006,50.0,1224,158.87,48.93,3.1774,0.039975490196078434,0.3079876628690124,3.1774,Guamaré,2,early,15.522437717087048,5.10015585248345,False,0-20 km,0-10 km,0-20 km × 0-10 km,29,2.56598365318141,0.8744988229819706,0.7620309538386228,48.919999999999995
GUAMARE,2007,51.0,1025,163.13,51.93,3.1986274509803923,0.05066341463414634,0.3183350701894195,3.1986274509803923,Guamaré,2,early,15.522437717087048,5.10015585248345,False,0-20 km,0-10 km,0-20 km × 0-10 km,32,2.623099975027488,0.87985129608836,0.7568666651456242,51.94
GUAMARE,2008,120.0,4544,299.8,462.76,2.4983333333333335,0.10183978873239437,1.543562374916611,2.4983333333333335,Guamaré,2,early,15.522437717087048,5.10015585248345,False,0-20 km,0-10 km,0-20 km × 0-10 km,37,2.548274034021034,0.8701793329120402,0.7057136428102762,462.78000000000003
GUAMARE,2009,134.0,4440,176.5,438.737,1.3171641791044777,0.09881463963963964,2.485762039660057,1.3171641791044777,Guamaré,2,middle,15.522437717087048,5.10015585248345,False,0-20 km,0-10 km,0-20 km × 0-10 km,38,2.5147056615108836,0.8714518139667161,0.6913116421412919,438.61659999999995
GUAMARE,2010,127.0,4796,168.5,364.437,1.3267716535433072,0.07598769808173478,2.162830860534125,1.3267716535433072,Guamaré,2,middle,15.522437717087048,5.10015585248345,False,0-20 km,0-10 km,0-20 km × 0-10 km,39,2.7599136364050496,0.8975173292842039,0.7533416666594783,364.44800000000004
GUAMARE,2011,139.0,4404,157.0,346.651,1.129496402877698,0.07871276112624886,2.207968152866242,1.129496402877698,Guamaré,2,middle,15.522437717087048,5.10015585248345,False,0-20 km,0-10 km,0-20 km × 0-10 km,49,2.9289947454735255,0.9129517789350902,0.7526027722542773,346.64799999999997
GUAMARE,2012,111.0,4293,137.0,183.8,1.2342342342342345,0.042813883065455395,1.3416058394160584,1.2342342342342345,Guamaré,2,middle,15.522437717087048,5.10015585248345,False,0-20 km,0-10 km,0-20 km × 0-10 km,40,2.6106160261745015,0.8668595897066838,0.7076989255539574,183.29999999999998
GUAMARE,2013,104.0,4401,127.25,195.0,1.2235576923076923,0.04430811179277437,1.5324165029469548,1.2235576923076923,Guamaré,2,middle,15.522437717087048,5.10015585248345,False,0-20 km,0-10 km,0-20 km × 0-10 km,36,2.7848760310568546,0.8803844606006577,0.7771344532803459,194.60000000000002
GUAMARE,2014,62.0,2535,141.0,102.38,2.274193548387097,0.04038658777120315,0.7260992907801418,2.274193548387097,Guamaré,2,middle,15.522437717087048,5.10015585248345,False,0-20 km,0-10 km,0-20 km × 0-10 km,36,2.789965671932962,0.9038829268292683,0.7785547446094886,102.5
GUAMARE,2015,64.0,2830,155.0,117.2,2.421875,0.041413427561837454,0.7561290322580645,2.421875,Guamaré,2,middle,15.522437717087048,5.10015585248345,False,0-20 km,0-10 km,0-20 km × 0-10 km,43,2.7765938755335005,0.8881064670615887,0.73822019305705,117.1
GUAMARE,2016,59.0,2482,140.0,228.4,2.3728813559322033,0.09202256244963739,1.6314285714285715,2.3728813559322033,Guamaré,2,recent,15.522437717087048,5.10015585248345,False,0-20 km,0-10 km,0-20 km × 0-10 km,40,2.8445338064145096,0.8958360888333113,0.7711105341873424,228.90000000000003
GUAMARE,2017,65.0,2266,137.0,230.0,2.107692307692308,0.10150044130626655,1.6788321167883211,2.107692307692308,Guamaré,2,recent,15.522437717087048,5.10015585248345,False,0-20 km,0-10 km,0-20 km × 0-10 km,35,2.734268542603513,0.8936056710775047,0.7690579080626125,230.0
GUAMARE,2018,65.0,2051,152.0,111.81,2.3384615384615386,0.05451487079473428,0.7355921052631579,2.3384615384615386,Guamaré,2,recent,15.522437717087048,5.10015585248345,False,0-20 km,0-10 km,0-20 km × 0-10 km,41,2.612124301598252,0.8758015819647365,0.703399383310323,111.70000000000002
GUAMARE,2019,60.0,8084,147.0,296.318,2.45,0.03665487382483919,2.015768707482993,2.45,Guamaré,2,recent,15.522437717087048,5.10015585248345,False,0-20 km,0-10 km,0-20 km × 0-10 km,51,2.7560414221089986,0.8682655593308197,0.700957183647883,296.37
GUAMARE,2020,57.0,3756,136.0,188.79,2.3859649122807016,0.050263578274760384,1.3881617647058824,2.3859649122807016,Guamaré,2,recent,15.522437717087048,5.10015585248345,False,0-20 km,0-10 km,0-20 km × 0-10 km,48,2.9203945945755883,0.9116924503304746,0.7543898098669602,188.77999999999997
GUAMARE,2021,52.0,3347,134.9,203.42719,2.5942307692307693,0.060778963250672245,1.507985100074129,2.5942307692307693,Guamaré,2,recent,15.522437717087048,5.10015585248345,False,0-20 km,0-10 km,0-20 km × 0-10 km,48,2.7759931749450444,0.8884892926601502,0.7170883576241902,203.44000000000003
GUAMARE,2022,71.6,4387,164.9,342.24,2.3030726256983245,0.07801230909505356,2.0754396604002427,2.3030726256983245,Guamaré,2,recent,15.522437717087048,5.10015585248345,False,0-20 km,0-10 km,0-20 km × 0-10 km,46,2.4759024313336386,0.7967803827985338,0.6466791153655883,342.13999999999993
GUAMARE,2023,57.0,4467,155.8,403.91,2.7333333333333334,0.09042086411461832,2.592490372272144,2.7333333333333334,Guamaré,2,recent,15.522437717087048,5.10015585248345,False,0-20 km,0-10 km,0-20 km × 0-10 km,48,2.412108345385732,0.8172196438681827,0.6230904410773631,403.89
GUAMARE,2024,56.5,3479,123.0,207.4,2.1769911504424777,0.059614831848232255,1.686178861788618,2.1769911504424777,Guamaré,2,recent,15.522437717087048,5.10015585248345,False,0-20 km,0-10 km,0-20 km × 0-10 km,46,2.4194518646152066,0.8489364819626999,0.6319348338117718,207.49
MACAU,2001,208.0,3574,516.8,224.49,2.484615384615384,0.06281197537772804,0.4343846749226007,2.484615384615384,Macau,6,early,8.702154449506585,4.519425209447317,True,0-20 km,0-10 km,0-20 km × 0-10 km,26,1.848491862513716,0.6775569280480007,0.5673533122613472,224.49
MACAU,2002,213.0,3481,565.79,252.67,2.6562910798122066,0.07258546394714162,0.4465791194612842,2.6562910798122066,Macau,6,early,8.702154449506585,4.519425209447317,True,0-20 km,0-10 km,0-20 km × 0-10 km,28,2.071867831857363,0.7561614297901966,0.6217709103780147,252.65000000000006
MACAU,2003,218.0,4319,553.71,377.68,2.539954128440367,0.08744616809446631,0.6820899026566253,2.539954128440367,Macau,6,early,8.702154449506585,4.519425209447317,True,0-20 km,0-10 km,0-20 km × 0-10 km,29,1.852950895556729,0.6829263150701766,0.5502786179508832,377.68
MACAU,2004,235.0,6039,666.29,688.09,2.8352765957446806,0.1139410498426892,1.0327184859445588,2.8352765957446806,Macau,6,early,8.702154449506585,4.519425209447317,True,0-20 km,0-10 km,0-20 km × 0-10 km,29,1.696818809376449,0.6335993159269693,0.50391141588034,688.1
MACAU,2005,254.0,5826,553.88,390.76,2.1806299212598423,0.06707174733951253,0.7054957752581786,2.1806299212598423,Macau,6,early,8.702154449506585,4.519425209447317,True,0-20 km,0-10 km,0-20 km × 0-10 km,34,2.3855253444649223,0.8423452095609681,0.6764836799336003,390.7900000000001
MACAU,2006,199.0,3454,504.59,216.66,2.5356281407035173,0.06272727272727273,0.42937830714045067,2.5356281407035173,Macau,6,early,8.702154449506585,4.519425209447317,True,0-20 km,0-10 km,0-20 km × 0-10 km,33,2.5331876669435234,0.8539902294477737,0.724490830467723,216.68
MACAU,2007,247.0,4853,617.58,369.66,2.500323886639676,0.07617144034617762,0.5985621296026425,2.500323886639676,Macau,6,early,8.702154449506585,4.519425209447317,True,0-20 km,0-10 km,0-20 km × 0-10 km,35,2.3327637137377253,0.8087321411097798,0.656128084618663,369.67
MACAU,2008,307.0,11470,765.92,969.82,2.49485342019544,0.08455274629468178,1.2662157927720912,2.49485342019544,Macau,6,early,8.702154449506585,4.519425209447317,True,0-20 km,0-10 km,0-20 km × 0-10 km,37,2.531335561533827,0.8539234908678043,0.7010227379221051,969.8
MACAU,2009,295.0,13518,685.0,2406.311,2.3220338983050848,0.17800791537209648,3.512862773722628,2.3220338983050848,Macau,6,middle,8.702154449506585,4.519425209447317,True,0-20 km,0-10 km,0-20 km × 0-10 km,38,1.9785299001010799,0.6953745978422134,0.5439128623278856,2406.3902
MACAU,2010,432.0,18778,723.0,2081.226,1.6736111111111112,0.11083320907444882,2.878597510373444,1.6736111111111112,Macau,6,middle,8.702154449506585,4.519425209447317,True,0-20 km,0-10 km,0-20 km × 0-10 km,37,1.966509935520951,0.7147690207431001,0.5446011189107601,2081.1380000000004
MACAU,2011,248.0,15919,584.0,1752.678,2.3548387096774195,0.1100997550097368,3.00116095890411,2.3548387096774195,Macau,6,middle,8.702154449506585,4.519425209447317,True,0-20 km,0-10 km,0-20 km × 0-10 km,48,2.3455982786988923,0.8267991346653575,0.6059097091806122,1752.674
MACAU,2012,366.0,15622,482.5,1086.1,1.3183060109289615,0.06952374855972346,2.250984455958549,1.3183060109289615,Macau,6,middle,8.702154449506585,4.519425209447317,True,0-20 km,0-10 km,0-20 km × 0-10 km,46,2.8383234624788622,0.9047568152945528,0.7413395950536488,1085.3000000000002
MACAU,2013,340.0,16881,509.25,1470.3,1.4977941176470588,0.08709792073929269,2.8871870397643593,1.4977941176470588,Macau,6,middle,8.702154449506585,4.519425209447317,True,0-20 km,0-10 km,0-20 km × 0-10 km,41,2.6413631585904525,0.8807608911220095,0.7112728960541188,1470.2999999999997
MACAU,2014,170.0,7897,507.0,818.85,2.9823529411764707,0.10369127516778524,1.6150887573964499,2.9823529411764707,Macau,6,middle,8.702154449506585,4.519425209447317,True,0-20 km,0-10 km,0-20 km × 0-10 km,39,2.7664589329765312,0.9041446883865508,0.755128260472741,818.7
MACAU,2015,182.0,9924,535.0,752.9,2.93956043956044,0.07586658605401048,1.4072897196261682,2.93956043956044,Macau,6,middle,8.702154449506585,4.519425209447317,True,0-20 km,0-10 km,0-20 km × 0-10 km,45,2.583258934389629,0.854620257238721,0.6786151757166928,752.8
MACAU,2016,199.0,10102,521.0,1466.0,2.6180904522613067,0.14511977826173034,2.8138195777351247,2.6180904522613067,Macau,6,recent,8.702154449506585,4.519425209447317,True,0-20 km,0-10 km,0-20 km × 0-10 km,43,2.8450556190799334,0.9133349109579033,0.7564222938335488,1466.6999999999998
MACAU,2017,208.0,9162,481.0,1533.0,2.3125,0.1673215455140799,3.187110187110187,2.3125,Macau,6,recent,8.702154449506585,4.519425209447317,True,0-20 km,0-10 km,0-20 km × 0-10 km,37,2.6721541601979566,0.8984469914283114,0.7400207439889365,1532.5999999999997
MACAU,2018,213.0,8221,558.0,595.3,2.619718309859155,0.07241211531443863,1.0668458781362007,2.619718309859155,Macau,6,recent,8.702154449506585,4.519425209447317,True,0-20 km,0-10 km,0-20 km × 0-10 km,46,2.57694217787822,0.864842954230184,0.6730696116490051,594.5999999999999
MACAU,2019,231.0,23069,661.0,1643.916,2.8614718614718613,0.07126082621700117,2.4870136157337366,2.8614718614718613,Macau,6,recent,8.702154449506585,4.519425209447317,True,0-20 km,0-10 km,0-20 km × 0-10 km,53,2.708129833187343,0.8735995264451172,0.6820984179887283,1643.8899999999999
MACAU,2020,220.0,18086,597.0,1370.75,2.713636363636364,0.07579066681411036,2.29606365159129,2.713636363636364,Macau,6,recent,8.702154449506585,4.519425209447317,True,0-20 km,0-10 km,0-20 km × 0-10 km,52,2.6994703242654885,0.8762050286114735,0.6831950941347273,1370.7499999999998
MACAU,2021,211.0,18623,615.1,1308.62037,2.9151658767772513,0.07026904204478333,2.127492066330678,2.9151658767772513,Macau,6,recent,8.702154449506585,4.519425209447317,True,0-20 km,0-10 km,0-20 km × 0-10 km,53,2.7923505854262762,0.9081098843994513,0.7033111534935045,1308.61
MACAU,2022,284.0,18228,684.1,1358.49,2.4088028169014084,0.07452764976958526,1.9858061686887882,2.4088028169014084,Macau,6,recent,8.702154449506585,4.519425209447317,True,0-20 km,0-10 km,0-20 km × 0-10 km,51,2.786256161474728,0.901122840902726,0.7086418426811458,1358.4099999999999
MACAU,2023,220.0,18509,639.8,1359.32,2.9081818181818178,0.07344102868874601,2.124601437949359,2.9081818181818178,Macau,6,recent,8.702154449506585,4.519425209447317,True,0-20 km,0-10 km,0-20 km × 0-10 km,53,2.8060992991297558,0.8937410931266414,0.7067740509335013,1359.35
MACAU,2024,210.1,15049,529.0,997.1,2.517848643503094,0.06625689414579042,1.8848771266540643,2.517848643503094,Macau,6,recent,8.702154449506585,4.519425209447317,True,0-20 km,0-10 km,0-20 km × 0-10 km,49,2.8596896832507896,0.9142616015251185,0.7347948939572292,997.22
PORTO DO MANGUE,2001,61.0,4841,151.65,96.6,2.486065573770492,0.019954554844040486,0.6369930761622156,2.486065573770492,Porto do Mangue,3,early,24.802382721308863,0.7506532327997194,True,20-50 km,inside,20-50 km × inside,25,2.712443222257789,0.9129988978080348,0.842667865999103,96.61000000000001
PORTO DO MANGUE,2002,66.0,3021,171.04,65.83,2.5915151515151513,0.021790797749089704,0.38488072965388215,2.5915151515151513,Porto do Mangue,3,early,24.802382721308863,0.7506532327997194,True,20-50 km,inside,20-50 km × inside,12,2.241419314521113,0.8804748876848932,0.902013487996557,65.83
PORTO DO MANGUE,2003,53.0,1833,151.89,46.08,2.8658490566037735,0.02513911620294599,0.3033774442030417,2.8658490566037735,Porto do Mangue,3,early,24.802382721308863,0.7506532327997194,True,20-50 km,inside,20-50 km × inside,16,2.2142328891768708,0.8687387832777189,0.7986157021471784,46.06999999999999
PORTO DO MANGUE,2004,50.0,2616,127.54,69.85,2.5508,0.026701070336391436,0.5476713188019444,2.5508,Porto do Mangue,3,early,24.802382721308863,0.7506532327997194,True,20-50 km,inside,20-50 km × inside,20,2.149627015118042,0.8022400489287247,0.7175631260826353,69.84
PORTO DO MANGUE,2005,89.0,4660,218.09,139.68,2.4504494382022473,0.02997424892703863,0.6404695309275987,2.4504494382022473,Porto do Mangue,3,early,24.802382721308863,0.7506532327997194,True,20-50 km,inside,20-50 km × inside,31,2.8785469047572323,0.9211874871308903,0.8382520764776145,139.69000000000003
PORTO DO MANGUE,2006,44.0,2664,105.2,85.16,2.390909090909091,0.031966966966966964,0.8095057034220532,2.390909090909091,Porto do Mangue,3,early,24.802382721308863,0.7506532327997194,True,20-50 km,inside,20-50 km × inside,28,2.763508039802807,0.9179969249715563,0.8293332631188068,85.16
PORTO DO MANGUE,2007,75.0,1926,200.31,44.82,2.6708,0.02327102803738318,0.22375318256702112,2.6708,Porto do Mangue,3,early,24.802382721308863,0.7506532327997194,True,20-50 km,inside,20-50 km × inside,31,3.054913326043919,0.9438585390826136,0.8896111558173201,44.769999999999996
PORTO DO MANGUE,2008,119.0,9864,372.87,351.49,3.133361344537815,0.035633617193836176,0.942660981038968,3.133361344537815,Porto do Mangue,3,early,24.802382721308863,0.7506532327997194,True,20-50 km,inside,20-50 km × inside,32,1.8877115302136183,0.645465783626687,0.5446784126536207,351.46000000000004
PORTO DO MANGUE,2009,152.0,7982,350.5,570.5830000000001,2.3059210526315788,0.07148371335504887,1.6279115549215408,2.3059210526315788,Porto do Mangue,3,middle,24.802382721308863,0.7506532327997194,True,20-50 km,inside,20-50 km × inside,37,2.3047009578954762,0.795973357407425,0.6382590282169489,570.7531999999999
PORTO DO MANGUE,2010,163.0,7630,328.0,452.342,2.0122699386503067,0.05928466579292267,1.379091463414634,2.0122699386503067,Porto do Mangue,3,middle,24.802382721308863,0.7506532327997194,True,20-50 km,inside,20-50 km × inside,38,2.8978965125217235,0.9279996946959939,0.7966537108057667,452.3439999999999
PORTO DO MANGUE,2011,147.0,7627,291.5,579.2239999999999,1.9829931972789117,0.07594388357152221,1.9870463121783875,1.9829931972789117,Porto do Mangue,3,middle,24.802382721308863,0.7506532327997194,True,20-50 km,inside,20-50 km × inside,50,2.9725115524791494,0.9251186553253782,0.7598399979638737,579.2229999999998
PORTO DO MANGUE,2012,209.0,10340,276.0,559.0,1.3205741626794258,0.054061895551257254,2.0253623188405796,1.3205741626794258,Porto do Mangue,3,middle,24.802382721308863,0.7506532327997194,True,20-50 km,inside,20-50 km × inside,46,2.9413136439810588,0.9168473221590854,0.768239523993622,558.7
PORTO DO MANGUE,2013,190.0,10207,298.0,663.5,1.568421052631579,0.06500440873910061,2.226510067114094,1.568421052631579,Porto do Mangue,3,middle,24.802382721308863,0.7506532327997194,True,20-50 km,inside,20-50 km × inside,41,2.964969565755223,0.9321354723591087,0.7984144410011548,663.5999999999999
PORTO DO MANGUE,2014,95.0,4468,266.0,257.51,2.8,0.057634288272157566,0.9680827067669172,2.8,Porto do Mangue,3,middle,24.802382721308863,0.7506532327997194,True,20-50 km,inside,20-50 km × inside,36,3.0226234955732254,0.9398299556979923,0.843479146471447,257.5
PORTO DO MANGUE,2015,126.0,6281,285.0,218.2,2.261904761904762,0.03473969113198535,0.7656140350877193,2.261904761904762,Porto do Mangue,3,middle,24.802382721308863,0.7506532327997194,True,20-50 km,inside,20-50 km × inside,44,3.134942176994683,0.942466526811736,0.8284315745954496,218.2
PORTO DO MANGUE,2016,122.0,5701,272.0,527.6,2.2295081967213113,0.09254516751447114,1.9397058823529412,2.2295081967213113,Porto do Mangue,3,recent,24.802382721308863,0.7506532327997194,True,20-50 km,inside,20-50 km × inside,42,3.1338856634049588,0.9461945893215599,0.8384597846944764,528.1
PORTO DO MANGUE,2017,116.0,4348,244.0,529.0,2.103448275862069,0.12166513339466421,2.168032786885246,2.103448275862069,Porto do Mangue,3,recent,24.802382721308863,0.7506532327997194,True,20-50 km,inside,20-50 km × inside,36,3.0692807988246025,0.9432875096930042,0.8564991148468558,528.9999999999999
PORTO DO MANGUE,2018,111.0,2996,279.0,150.24,2.5135135135135136,0.050146862483311086,0.538494623655914,2.5135135135135136,Porto do Mangue,3,recent,24.802382721308863,0.7506532327997194,True,20-50 km,inside,20-50 km × inside,42,3.0854795353773534,0.9385932843377078,0.8255089000601524,149.4
PORTO DO MANGUE,2019,111.0,7740,295.0,398.551,2.6576576576576576,0.05149237726098191,1.3510203389830509,2.6576576576576576,Porto do Mangue,3,recent,24.802382721308863,0.7506532327997194,True,20-50 km,inside,20-50 km × inside,49,3.1897290590520817,0.948113400331645,0.8195982380277448,398.53999999999996
PORTO DO MANGUE,2020,101.0,6156,290.0,321.68,2.871287128712871,0.05225471085120208,1.1092413793103448,2.871287128712871,Porto do Mangue,3,recent,24.802382721308863,0.7506532327997194,True,20-50 km,inside,20-50 km × inside,48,3.0646053567500426,0.9365056516927474,0.7916420119014481,321.69
PORTO DO MANGUE,2021,111.0,7032,300.2,354.64167,2.7045045045045044,0.05043254692832764,1.1813513324450367,2.7045045045045044,Porto do Mangue,3,recent,24.802382721308863,0.7506532327997194,True,20-50 km,inside,20-50 km × inside,52,3.0599834697098687,0.9326985174634859,0.7744355164222726,354.64000000000004
PORTO DO MANGUE,2022,117.9,6901,278.3,649.24,2.3604749787955894,0.09407911896826547,2.332878189004671,2.3604749787955894,Porto do Mangue,3,recent,24.802382721308863,0.7506532327997194,True,20-50 km,inside,20-50 km × inside,48,2.565723182182753,0.8355716217584177,0.6627718826672419,649.2700000000001
PORTO DO MANGUE,2023,101.0,6850,273.7,546.13,2.7099009900990096,0.07972700729927007,1.9953598830836683,2.7099009900990096,Porto do Mangue,3,recent,24.802382721308863,0.7506532327997194,True,20-50 km,inside,20-50 km × inside,49,2.6334083567103836,0.8712199701292626,0.6766520946480576,546.14
PORTO DO MANGUE,2024,106.0,4918,246.0,393.6,2.320754716981132,0.08003253355022368,1.6,2.320754716981132,Porto do Mangue,3,recent,24.802382721308863,0.7506532327997194,True,20-50 km,inside,20-50 km × inside,51,2.7153547138231104,0.8934297752083451,0.6906091387225802,393.6699999999999
TIBAU,2008,2.0,4,6.0,2.56,3.0,,0.4266666666666667,3.0,Tibau,2,early,56.56427207932279,36.29820474674128,False,20-50 km,25-50 km,20-50 km × 25-50 km,2,0.18920898053816695,0.08935546875,0.2729708579140699,2.56
TIBAU,2009,19.0,513,85.0,36.267,4.473684210526316,0.07069590643274855,0.42667058823529413,4.473684210526316,Tibau,2,middle,56.56427207932279,36.29820474674128,False,20-50 km,25-50 km,20-50 km × 25-50 km,31,1.9375525171325054,0.6756020612247774,0.5642282285157788,36.2574
TIBAU,2010,40.0,1360,71.0,39.521,1.775,0.029059558823529414,0.5566338028169014,1.775,Tibau,2,middle,56.56427207932279,36.29820474674128,False,20-50 km,25-50 km,20-50 km × 25-50 km,34,2.6594863336967385,0.8793888301554618,0.7541731241408504,39.523999999999994
TIBAU,2011,85.0,1100,55.5,42.845,0.6529411764705882,0.03895,0.771981981981982,0.6529411764705882,Tibau,2,middle,56.56427207932279,36.29820474674128,False,20-50 km,25-50 km,20-50 km × 25-50 km,41,2.472679120639827,0.8299402109076676,0.6658492352443455,42.853
TIBAU,2012,18.0,885,34.5,35.8,1.9166666666666667,0.04045197740112994,1.0376811594202897,1.9166666666666667,Tibau,2,middle,56.56427207932279,36.29820474674128,False,20-50 km,25-50 km,20-50 km × 25-50 km,25,2.0392762553897685,0.7150624955864698,0.6335367893457861,35.699999999999996
TIBAU,2013,14.0,761,26.5,41.4,1.8928571428571428,0.054402102496714844,1.562264150943396,1.8928571428571428,Tibau,2,middle,56.56427207932279,36.29820474674128,False,20-50 km,25-50 km,20-50 km × 25-50 km,25,1.6065563359469464,0.5703967309417304,0.49910478793096286,41.300000000000004
TIBAU,2014,5.0,367,23.0,12.37,4.6,0.033705722070844685,0.5378260869565217,4.6,Tibau,2,middle,56.56427207932279,36.29820474674128,False,20-50 km,25-50 km,20-50 km × 25-50 km,23,2.1011158310091864,0.7250260145681582,0.6701067475535294,12.399999999999999
TIBAU,2015,9.0,362,37.0,16.7,4.111111111111111,0.04613259668508287,0.45135135135135135,4.111111111111111,Tibau,2,middle,56.56427207932279,36.29820474674128,False,20-50 km,25-50 km,20-50 km × 25-50 km,24,1.7604109213490038,0.6028900283265803,0.5539273452634587,16.700000000000003
TIBAU,2016,6.0,482,31.0,35.2,5.166666666666667,0.07302904564315353,1.135483870967742,5.166666666666667,Tibau,2,recent,56.56427207932279,36.29820474674128,False,20-50 km,25-50 km,20-50 km × 25-50 km,31,1.978158647588583,0.6652462574611384,0.5760530048000473,35.400000000000006
TIBAU,2017,14.0,482,31.0,33.0,2.2142857142857144,0.06846473029045644,1.064516129032258,2.2142857142857144,Tibau,2,recent,56.56427207932279,36.29820474674128,False,20-50 km,25-50 km,20-50 km × 25-50 km,22,1.8646049437609862,0.6636547291092748,0.6032285133240904,33.00000000000001
TIBAU,2018,12.0,483,50.0,34.15,4.166666666666667,0.070703933747412,0.6829999999999999,4.166666666666667,Tibau,2,recent,56.56427207932279,36.29820474674128,False,20-50 km,25-50 km,20-50 km × 25-50 km,18,1.300692251488552,0.4919031334568965,0.4500086357179521,33.9
TIBAU,2019,7.0,2295,36.0,33.977,5.142857142857143,0.014804793028322438,0.9438055555555555,5.142857142857143,Tibau,2,recent,56.56427207932279,36.29820474674128,False,20-50 km,25-50 km,20-50 km × 25-50 km,29,1.49129963368708,0.5468726940723038,0.4428775221965188,33.93
TIBAU,2020,6.0,651,33.0,17.84,5.5,0.027403993855606757,0.5406060606060606,5.5,Tibau,2,recent,56.56427207932279,36.29820474674128,False,20-50 km,25-50 km,20-50 km × 25-50 km,37,2.4894323923247406,0.8549651759822854,0.6894181625141859,17.890000000000004
TIBAU,2021,7.0,671,30.8,12.84931,4.4,0.019149493293591655,0.4171853896103896,4.4,Tibau,2,recent,56.56427207932279,36.29820474674128,False,20-50 km,25-50 km,20-50 km × 25-50 km,33,2.517965853574433,0.8798837132892492,0.7201373969053755,12.82
TIBAU,2022,12.9,659,26.4,16.07,2.0465116279069764,0.024385432473444612,0.6087121212121213,2.0465116279069764,Tibau,2,recent,56.56427207932279,36.29820474674128,False,20-50 km,25-50 km,20-50 km × 25-50 km,20,2.314019908197371,0.8632372129742905,0.7724388219285466,15.98
TIBAU,2023,6.0,671,25.6,23.15,4.266666666666667,0.03450074515648286,0.9042968749999999,4.266666666666667,Tibau,2,recent,56.56427207932279,36.29820474674128,False,20-50 km,25-50 km,20-50 km × 25-50 km,30,2.3464407618863063,0.8647498336008916,0.6898866777145428,23.14
TIBAU,2024,5.5,667,27.0,17.2,4.909090909090909,0.02578710644677661,0.637037037037037,4.909090909090909,Tibau,2,recent,56.56427207932279,36.29820474674128,False,20-50 km,25-50 km,20-50 km × 25-50 km,27,2.4103506421275274,0.8668824788191108,0.7313319014632205,17.12
