local,year,Agulha,Agulhao,Albacora,Albacorinha,Arabaiana,Ariaco,Arraia,Bagre,Beijupira,Bicuda,Biquara,Bonito,Budiao,Buzios,Caico,Camarao,Camurim,Camurupim,Cangulo,Caranguejo,Carapeba,Carauna,Cavala,Caçao,Cioba,Cururuca,Dentao,Dourado,Espada,Galo Do Alto,Garabebeu,Garajuba,Garoupa,Guaiuba,Lagosta,Marisco,Outros,Ova Voador,Pampo,Pargo,Paru,Peixe Galo,Peixe Voador,Pescada,Pirauna,Polvo,Salema,Saramunete,Sardinha,Serra,Siri,Sirigado,Tainha,Tilapia,Ubarana,Xareu
MACAU,2021,82.76,2.87,1.78,0.0,0.54,11.59,9.47,7.3,0.15,4.96,1.53,3.43,0.19,241.07,43.83,6.75,4.69,0.74,0.02,13.78,32.03,0.06,7.34,4.52,19.38,1.66,0.14,25.49,2.44,0.0,3.27,9.47,0.14,157.82,0.0,23.13,44.13,157.88,4.74,0.06,1.35,1.23,43.18,7.78,0.02,0.09,17.2,0.08,111.76,35.91,5.28,1.44,138.38,0.79,1.65,11.32
MACAU,2022,56.28,2.67,1.54,0.0,0.52,22.79,11.12,8.97,1.73,4.11,1.44,6.75,0.01,309.09,59.06,1.5,3.2,0.8,0.05,8.8,38.7,0.0,8.5,3.8,32.4,3.4,0.9,14.0,3.7,0.0,3.0,25.1,0.1,143.7,0.1,9.1,55.02,121.57,3.89,0.3,1.5,3.7,16.2,12.67,0.0,0.07,19.79,0.0,125.77,53.97,8.32,4.23,132.54,0.02,1.69,10.23
MACAU,2023,32.8,2.49,7.01,0.0,0.67,13.28,14.38,6.96,0.24,2.18,0.29,6.17,0.03,352.25,51.99,2.72,4.88,0.62,0.0,5.82,47.39,0.05,8.75,4.83,22.71,4.17,0.59,22.05,4.89,0.0,7.04,20.0,0.19,76.96,0.08,50.43,60.71,65.72,8.13,0.21,1.41,1.14,37.46,12.76,0.14,1.33,19.38,0.03,155.06,51.34,4.78,2.07,135.02,0.07,2.63,25.05
MACAU,2024,21.56,1.05,1.8,0.0,0.84,19.9,6.82,4.96,0.17,2.58,0.66,2.16,0.0,172.73,50.19,1.4,6.4,0.4,0.0,1.8,61.7,0.0,7.8,3.3,23.3,3.4,0.4,17.9,0.8,0.0,7.3,16.8,0.5,128.8,0.0,15.2,49.42,37.43,9.43,0.1,1.7,0.82,7.77,10.44,0.01,0.08,14.99,0.0,109.14,38.97,5.08,3.03,109.5,0.09,2.02,14.58
PORTO DO MANGUE,2001,2.47,0.06,0.28,0.0,0.0,6.84,3.98,0.96,0.0,0.0,1.23,0.0,0.0,0.0,2.51,9.64,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0.56,6.23,0.0,0.34,4.1,0.0,0.0,0.0,3.92,0.21,2.56,19.3,0.0,7.42,0.0,0.0,0.0,0.0,0.0,0.0,5.11,0.0,4.17,0.0,0.0,0.0,0.66,0.0,0.16,5.41,0.0,0.0,0.59
PORTO DO MANGUE,2002,0.0,0.0,0.0,0.0,0.0,8.45,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.71,0.0,0.0,0.0,0.0,0.0,0.0,5.05,0.15,6.72,0.0,2.01,0.0,0.0,0.0,0.0,0.0,0.0,1.51,9.39,0.0,7.98,0.0,0.0,0.0,0.0,0.0,0.0,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.42,0.0,0.0,0.0
PORTO DO MANGUE,2003,0.0,0.0,0.0,0.0,0.0,8.58,0.98,0.0,0.0,0.0,4.05,0.37,0.0,0.0,7.82,4.51,0.0,0.0,0.0,0.0,0.0,0.0,1.87,0.0,0.4,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.32,8.47,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.16,0.0,0.06,3.41,0.0,0.0,0.0
PORTO DO MANGUE,2004,0.0,0.0,0.04,0.0,0.0,4.47,2.48,0.03,0.0,0.0,0.0,0.0,0.0,0.0,2.81,27.62,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,1.18,0.0,2.74,0.96,0.0,0.0,0.0,0.45,0.0,0.52,10.5,0.0,3.54,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,2.18,0.0,0.0,0.0,2.14,0.0,0.09,3.12,0.0,0.0,0.02
PORTO DO MANGUE,2005,0.21,0.0,0.0,0.0,0.01,11.52,9.95,0.52,0.0,0.0,2.29,1.05,0.0,0.0,5.56,8.57,3.92,1.23,0.0,3.56,0.0,0.0,4.22,0.55,2.37,0.65,1.7,1.63,0.0,0.0,0.0,1.13,0.24,6.5,11.82,0.0,8.34,0.0,0.0,0.14,0.0,0.0,0.0,7.01,0.0,5.49,0.0,0.0,27.42,2.91,0.0,2.4,6.1,0.0,0.0,0.6799999999999999
PORTO DO MANGUE,2006,0.0,0.0,0.04,0.0,0.07,7.94,10.74,0.47,0.0,0.0,0.0,0.35,0.0,0.0,7.87,14.0,4.33,1.25,0.0,0.0,0.0,0.0,5.77,1.52,0.7,0.92,1.23,1.73,0.0,0.0,0.0,0.94,0.1,5.35,2.85,0.0,2.76,0.0,0.0,0.0,0.0,0.0,0.0,5.31,0.0,0.74,0.0,0.0,0.04,2.58,0.0,2.14,3.32,0.0,0.0,0.1
PORTO DO MANGUE,2007,0.0,0.98,0.18,0.0,0.0,4.55,3.47,0.74,0.0,0.0,0.69,0.13,0.0,0.0,1.77,3.3,1.66,0.49,0.0,0.0,0.41,0.0,3.04,0.52,0.97,1.6,0.58,2.62,0.0,0.0,0.0,1.06,0.01,2.43,3.99,0.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,1.82,0.28,0.0,0.01,0.07,0.0,1.63,1.45,0.0,0.0,0.31
PORTO DO MANGUE,2008,0.0,0.61,0.13,0.0,1.05,13.11,14.06,3.27,0.0,0.0,1.18,0.33,0.0,0.0,8.95,205.35,6.65,2.19,0.0,0.0,9.07,0.0,4.26,2.37,3.41,4.32,1.53,2.93,0.0,0.0,0.0,2.68,0.0,10.55,26.75,0.0,6.92,0.0,0.0,0.9,0.0,0.0,0.0,2.39,0.0,0.72,2.64,0.0,0.01,0.59,0.0,4.14,7.08,0.0,0.0,1.32
PORTO DO MANGUE,2009,0.0407,0.1972,2.1523,0.096,1.2882,14.4814,15.1602,17.9696,0.0,0.0,0.9228,0.2294,0.06,0.0,15.8609,239.6958,28.6515,2.702,0.434,0.0,43.1573,0.0,5.063800000000001,3.3143,5.2969,7.3339,1.1678,2.01,0.0,0.0,0.0,4.848,0.0925,25.1138,38.4376,0.0,16.0406,0.0,0.0,0.7957000000000001,0.0,0.0,0.0,5.3357,0.0,0.9123,9.3083,0.0,0.39,1.3972,0.0,4.6525,51.18079999999999,0.0,0.0,4.962199999999999
PORTO DO MANGUE,2010,0.129,0.941,15.77,0.226,0.882,16.156,15.815,22.785,0.0,0.0,5.741,0.343,0.847,0.0,43.51300000000001,66.02600000000001,22.009,3.205,0.127,0.02,48.081,0.0,8.846,2.371,3.713,9.298,0.731,4.138,0.0,0.0,0.0,3.562,0.043,18.623,31.15,0.0,20.937,0.0,0.0,0.6020000000000001,0.0,0.0,0.0,12.807,0.0,0.549,20.724,0.0,0.44,4.465,0.0,2.376,41.989,0.0,0.0,2.364
PORTO DO MANGUE,2011,0.358,1.503,0.1,0.0,0.976,19.367,14.184,29.638,0.29,1.459,5.215,0.381,0.0,7.848,55.453,86.751,16.089,3.176,0.0,0.793,46.659,0.156,3.695,3.667,6.263999999999999,9.261,0.7989999999999999,2.246,6.018000000000001,0.0,0.08,6.653,8.105,15.174,60.405,0.218,68.73,0.0,1.431,0.51,13.008,2.479,0.003,10.335,0.056,0.955,11.704,0.003,2.145,10.383,0.6719999999999999,2.615,31.949,7.228,0.0,2.036
PORTO DO MANGUE,2012,0.2,0.2,0.7,0.0,0.6000000000000001,29.3,9.1,18.9,0.4,1.9,5.199999999999999,0.7999999999999999,0.0,6.899999999999999,35.6,30.1,21.7,1.8,0.0,10.4,41.8,0.0,3.6,1.8,3.9,11.8,0.3,2.5,15.7,0.0,0.1,4.9,0.0,19.7,47.7,4.4,4.9,0.0,5.1,1.2,7.9,3.4,0.0,13.8,0.1,0.6,5.6,0.0,1.4,3.7,0.8,2.5,59.2,114.3,0.0,2.2
PORTO DO MANGUE,2013,0.3,0.0,0.1,0.0,0.8,42.1,12.6,27.7,0.0,0.0,7.100000000000001,1.0,0.0,89.5,43.59999999999999,22.7,18.0,2.3,0.0,9.5,36.0,0.0,2.2,3.3,4.4,16.5,0.4,1.1,74.6,2.9,0.0,7.5,0.1,10.4,54.09999999999999,2.0,38.6,0.0,0.0,0.2,17.2,0.0,0.2,27.6,0.0,0.6,3.0,0.0,1.2,8.6,0.8999999999999999,2.7,56.5,13.5,0.0,0.0
PORTO DO MANGUE,2014,0.6,0.0,0.0,0.0,0.1,14.7,10.5,13.9,0.0,0.0,1.9,1.1,0.0,5.4,12.1,8.6,14.6,3.5,0.0,6.4,17.7,0.0,1.0,1.7,3.4,8.7,0.1,0.2,16.7,0.0,0.0,3.6,0.0,5.4,29.5,0.3,17.9,0.0,0.0,0.2,6.3,1.4,0.0,9.9,0.0,0.0,1.2,0.0,0.0,9.8,0.5,0.3,28.2,0.1,0.0,0.0
PORTO DO MANGUE,2015,0.4,0.0,0.1,0.0,0.4,25.4,12.8,7.4,0.7,1.4,6.7,3.2,0.0,2.4,4.6,8.8,5.6,1.1,0.1,9.1,9.3,0.0,1.9,1.2,8.4,2.9,0.2,0.4,0.3,0.0,0.0,10.6,0.0,12.7,21.9,0.1,10.2,0.0,0.0,1.4,2.9,1.7,0.0,4.6,0.0,1.9,1.3,0.0,0.1,9.7,0.5,0.7,20.8,1.3,0.1,0.9
PORTO DO MANGUE,2016,0.8,0.0,0.3,0.0,0.4,52.9,16.3,18.1,0.0,0.0,4.9,3.9,0.0,9.8,26.4,23.6,14.0,1.8,0.0,18.2,22.9,0.0,3.4,3.0,11.8,9.5,0.3,1.3,34.4,0.0,0.2,21.3,0.1,21.6,49.5,0.6,33.9,0.0,0.0,0.9,8.7,3.3,0.1,15.9,0.0,1.5,2.3,0.0,1.4,20.7,1.0,1.1,44.3,21.7,0.0,0.0
PORTO DO MANGUE,2017,22.2,0.0,52.0,0.0,0.5,52.7,0.0,16.2,0.0,0.0,35.0,3.5,0.0,33.6,26.8,19.7,17.9,3.4,0.0,14.5,29.4,0.0,3.0,3.0,0.0,12.7,0.3,9.4,0.0,0.0,0.0,28.2,0.0,18.6,23.1,0.9,45.1,0.0,0.0,0.8,11.5,3.3,1.3,0.0,0.0,1.7,2.5,0.0,24.0,2.9,0.9,1.7,0.9,5.8,0.0,0.0
PORTO DO MANGUE,2018,1.0,0.0,0.0,0.0,0.2,15.9,5.1,5.1,0.3,0.9,0.7,1.7,0.1,2.8,11.0,7.2,3.7,0.7,0.0,16.4,2.6,0.0,1.5,0.4,5.0,2.0,0.1,0.2,1.2,0.0,0.0,7.8,0.0,3.3,9.1,0.0,3.1,0.0,1.2,0.0,3.0,0.4,0.0,4.7,0.0,2.2,0.8,0.0,0.2,16.3,0.4,1.5,9.3,0.1,0.1,0.1
PORTO DO MANGUE,2019,0.58,0.0,0.06,0.0,0.23,30.28,10.79,8.51,0.97,6.31,0.83,7.37,0.0,24.39,22.93,23.72,7.87,2.71,0.04,36.98,12.24,0.19,3.59,2.46,7.4,6.08,0.47,0.15,23.53,0.0,0.29,15.11,0.08,5.78,26.99,0.03,8.41,0.0,2.38,0.04,4.41,3.28,0.0,7.75,0.03,2.47,2.58,0.0,0.22,30.82,12.64,4.75,28.32,0.16,0.44,0.88
PORTO DO MANGUE,2020,0.73,0.0,0.11,0.0,1.37,38.84,10.27,1.84,0.44,3.44,1.36,3.36,0.07,1.01,17.08,14.11,12.86,1.09,0.0,35.49,11.26,0.15,2.52,2.94,13.46,9.03,0.55,0.21,1.19,0.0,0.39,13.7,0.03,7.34,30.41,0.0,4.78,0.11,1.45,0.76,5.52,1.2,0.01,3.72,0.0,1.23,2.24,0.0,0.1,27.73,7.28,5.95,22.35,0.0,0.11,0.5
PORTO DO MANGUE,2021,2.01,0.0,0.17,0.0,1.09,54.23,12.04,7.73,0.83,2.39,3.1,4.07,0.16,5.28,25.87,4.76,14.23,0.97,0.07,25.71,12.38,1.98,2.61,3.27,11.96,8.06,0.09,0.37,0.03,0.0,0.07,17.26,0.02,23.46,38.76,0.2,3.32,0.93,1.62,0.58,8.51,0.86,0.02,3.78,0.08,1.27,1.59,0.0,0.14,13.12,4.54,1.23,25.7,0.11,1.12,0.89
PORTO DO MANGUE,2022,1.57,0.0,241.02,0.0,0.84,67.98,9.01,8.53,0.71,2.11,3.02,7.84,0.88,1.6,23.0,1.4,29.2,1.3,0.0,22.6,21.0,1.34,1.6,3.8,11.4,18.3,0.1,0.3,0.2,0.0,0.3,25.1,0.1,18.0,31.7,0.0,12.03,0.02,2.71,0.0,5.2,1.39,0.0,6.5,0.06,1.55,2.39,0.0,0.04,24.99,7.35,1.16,25.96,0.09,0.74,1.24
PORTO DO MANGUE,2023,1.27,0.03,150.5,0.0,0.36,46.24,5.23,5.68,0.43,1.18,1.48,4.39,0.0,2.46,19.52,1.76,23.65,3.19,0.0,23.66,20.63,0.03,1.48,3.19,9.89,11.05,0.07,1.16,0.0,0.0,0.1,11.32,0.01,6.75,98.75,0.01,5.27,0.12,3.74,0.13,4.79,1.39,0.08,2.34,0.0,2.55,2.72,0.0,0.09,22.69,19.96,0.4,20.64,0.25,0.61,2.9
PORTO DO MANGUE,2024,0.78,0.01,97.37,0.0,0.28,49.05,4.33,4.1,0.2,1.32,0.72,5.0,0.02,0.6,20.41,4.5,19.7,2.0,0.0,18.7,13.1,0.03,1.3,2.0,11.4,6.0,0.4,0.1,0.0,0.0,0.1,17.9,0.2,20.4,40.2,0.1,1.28,0.05,1.61,0.3,2.3,0.11,0.01,1.28,0.0,0.81,2.56,0.02,0.09,4.43,22.53,0.58,11.95,0.05,0.15,1.24
TIBAU,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIBAU,2009,0.0,0.0,0.0,0.0,0.1771,2.5301,0.6287999999999999,0.2832,0.0,0.0,0.8179,0.284,0.0,0.0,0.347,2.4376,0.0132,0.1083,0.1114,0.0,0.1209,0.0,0.365,0.6097,0.55,0.2939,0.0989,0.1339,0.0,0.0,0.0,1.1148,0.1571,0.2736,20.0989,0.0,0.6812999999999999,0.0,0.0,0.1006,0.0,0.0,0.0,1.209,0.0,0.0,0.22,0.0,0.172,2.1052,0.0,0.1068,0.08,0.0,0.0,0.0272
TIBAU,2010,0.004,0.05,0.0,0.108,0.02,2.543,2.767,1.988,0.0,0.0,0.476,0.337,0.0,0.0,4.208,0.172,0.182,0.153,0.062,0.0,0.33,0.0,2.075,1.461,1.337,0.937,0.558,0.301,0.0,0.0,0.0,0.889,0.23,0.362,11.502,0.0,1.198,0.0,0.0,0.142,0.0,0.0,0.0,2.155,0.0,0.0,0.017,0.0,0.477,1.55,0.0,0.7270000000000001,0.006,0.0,0.0,0.2
TIBAU,2011,0.0,0.09,0.258,0.0,0.159,2.727,1.43,1.388,0.419,0.142,0.314,0.301,0.006,0.0,6.092000000000001,0.34,0.132,0.002,0.002,0.0,0.0839999999999999,0.008,0.451,0.96,1.978,0.444,0.687,0.592,0.402,0.0,0.0,0.48,0.299,0.746,15.602,0.0,3.207,0.0,0.127,0.218,0.156,0.0,0.006,1.202,0.005,0.0,0.013,0.0,0.316,0.827,0.0,0.14,0.0,0.0,0.0,0.101
TIBAU,2012,0.0,0.0,0.0,0.0,0.1,1.8,1.1,1.0,0.2,0.0,0.3,0.1,0.0,0.0,4.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.7999999999999999,0.8,0.9,0.6,0.5,0.1,0.8,0.0,0.0,0.3,0.3,0.3,18.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.4,0.7,0.0,0.8,0.0,0.0,0.0,0.0
TIBAU,2013,0.0,0.0,0.0,0.0,0.0,1.2,1.4,1.6,0.0,0.0,0.2,0.2,0.0,0.0,3.1,0.0,0.4,0.2,0.0,0.0,0.2,0.0,0.1,0.8,0.2,0.8,0.1,0.0,0.7,0.1,0.1,0.3,0.0,0.0,26.7,0.0,0.4,0.0,0.0,0.0,0.1,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.3,0.0,0.0,0.0,0.0
TIBAU,2014,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.3,0.3,0.0,0.0,0.1,0.0,0.2,0.4,0.2,0.3,0.1,0.1,0.2,0.0,0.0,0.1,0.0,0.1,6.3,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0
TIBAU,2015,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.4,0.0,0.0,0.0,0.1,0.0,0.0,0.7,0.0,0.3,0.7,0.0,0.0,0.1,0.0,0.1,0.3,0.1,0.2,0.3,0.0,0.2,0.0,0.0,0.2,0.0,0.3,10.4,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.1,0.0,0.0,0.0,0.0
TIBAU,2016,0.0,0.0,0.0,0.0,0.1,1.4,0.9,1.4,0.0,0.0,0.3,0.2,0.0,0.0,2.2,0.0,0.6,0.2,0.0,0.0,0.2,0.0,0.3,0.9,0.4,0.8,0.2,0.1,0.7,0.0,0.1,0.4,0.1,0.2,20.1,0.0,0.4,0.0,0.0,0.1,0.2,0.1,0.0,1.4,0.0,0.0,0.1,0.0,0.4,0.7,0.0,0.2,0.0,0.0,0.0,0.0
TIBAU,2017,1.1,0.0,0.0,0.0,0.0,1.2,0.0,1.2,0.0,0.0,0.6,0.0,0.0,0.0,2.1,0.0,0.5,0.4,0.0,0.0,0.2,0.0,0.3,0.7,0.0,0.6,0.2,0.3,0.0,0.0,0.0,0.3,0.0,0.9,18.7,0.0,1.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0
TIBAU,2018,0.0,0.0,0.3,0.0,0.1,0.7,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0,0.1,23.9,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,1.4,0.0,1.1,0.0,0.0,0.0,0.0
TIBAU,2019,0.0,0.0,0.0,0.0,0.0,0.75,0.41,0.34,0.03,0.55,0.01,0.22,0.0,0.0,3.21,0.0,0.04,0.02,0.0,0.0,0.05,0.0,0.01,0.63,0.32,0.48,0.1,0.0,0.73,0.0,0.0,0.44,0.0,0.07,22.48,0.0,0.27,0.0,0.04,0.0,0.01,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.91,0.01,0.11,0.0,0.0,0.12,0.02
TIBAU,2020,0.01,0.0,1.44,0.0,0.1,1.86,0.93,0.28,0.02,0.13,0.03,0.02,0.0,0.0,2.24,0.0,0.02,0.05,0.0,0.0,0.0,0.0,0.1,0.62,0.11,0.62,0.01,0.03,0.26,0.0,0.03,0.75,0.0,0.25,5.7,0.0,0.08,0.0,0.14,0.02,0.03,0.03,0.0,0.65,0.0,0.0,0.49,0.0,0.02,0.39,0.02,0.21,0.0,0.0,0.17,0.03
TIBAU,2021,0.0,0.0,0.0,0.0,0.06,1.9,0.77,0.39,0.01,0.08,0.05,0.03,0.0,0.0,3.29,0.0,0.01,0.04,0.0,0.0,0.05,0.0,0.07,0.76,0.04,0.36,0.0,0.0,0.55,0.0,0.0,0.7,0.0,0.3,1.17,0.0,0.02,0.01,0.08,0.02,0.01,0.04,0.0,1.04,0.0,0.0,0.03,0.0,0.05,0.67,0.0,0.01,0.0,0.0,0.19,0.02
TIBAU,2022,0.0,0.0,0.0,0.0,0.0,2.67,0.25,0.44,0.0,0.0,0.2,0.03,0.0,0.0,3.93,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.7,0.0,0.6,0.0,0.0,0.4,0.0,0.0,1.5,0.0,0.0,2.7,0.0,0.0,0.0,0.35,0.0,0.1,0.0,0.0,0.93,0.0,0.0,0.27,0.0,0.0,0.63,0.0,0.0,0.0,0.01,0.16,0.01
TIBAU,2023,0.0,0.0,0.0,0.0,0.0,3.65,0.91,0.43,0.02,0.0,0.3,0.01,0.0,0.0,4.74,0.0,0.01,0.03,0.0,0.02,0.37,0.0,0.04,0.68,0.0,0.78,0.0,0.0,0.51,0.0,0.01,1.88,0.0,0.01,5.17,0.0,0.0,0.0,0.35,0.0,0.06,0.0,0.0,1.59,0.01,0.0,0.18,0.0,0.01,1.02,0.0,0.0,0.01,0.01,0.24,0.09
TIBAU,2024,0.01,0.0,0.0,0.0,0.04,4.42,0.31,0.59,0.02,0.02,0.27,0.0,0.0,0.01,3.34,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.7,0.1,0.0,0.6,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.01,0.38,0.0,0.1,0.0,0.01,1.51,0.0,0.0,0.52,0.0,0.0,0.84,0.02,0.0,0.0,0.0,0.14,0.06
